"Bacteria","Climate_Factor","NAME","Region","Climate_Zone_Majority","n_observations","effect","se","OR","CI_Lower","CI_Upper","Z_value","P_Value","Significance","Effect_Direction"
"CR-Kp","Temperature","Ireland","Europe and Central Asia","Temperate Zone",14,-0.065022478713401,0.0228428493660182,0.937046399543202,0.896018280859111,0.979953170213212,-2.84651348312661,0.00442008573700544,"**","Negative"
"CR-Pa","Temperature","Ireland","Europe and Central Asia","Temperate Zone",15,-0.0157056893943858,0.0103686452832073,0.984417001788964,0.964613058069376,1.00462752945801,-1.51472916329987,0.129841005819226,"","Negative"
"3GCR-Ec","Temperature","Italy","Europe and Central Asia","Temperate Zone",18,-0.0914880966233002,0.0545595776523709,0.91257217877777,0.820021377598205,1.0155686232454,-1.67684759596603,0.0935722877672645,"","Negative"
"3GCR-Kp","Temperature","Italy","Europe and Central Asia","Temperate Zone",15,-0.010212398131212,0.0265448101212407,0.989839571345134,0.939657129631462,1.04270200917328,-0.38472296786332,0.700442676661919,"","Negative"
"CR-Ab","Temperature","Italy","Europe and Central Asia","Temperate Zone",8,0.36533290265605,0.0485508919843502,1.44099363891936,1.31019129643724,1.58485457280361,7.52474131214336,5.28248060195587e-14,"***","Positive"
"CR-Ec","Temperature","Italy","Europe and Central Asia","Temperate Zone",13,-0.0358028722222788,0.0109578839677921,0.964830469624362,0.944329313334323,0.985776700956861,-3.26731623801749,0.0010857232623354,"**","Negative"
"CR-Kp","Temperature","Italy","Europe and Central Asia","Temperate Zone",14,0.130185263917866,0.0413841334294225,1.13903938667774,1.05029634995085,1.23528061814546,3.14577721289941,0.00165646132496795,"**","Positive"
"CR-Pa","Temperature","Italy","Europe and Central Asia","Temperate Zone",15,0.0246662230832854,0.0176116978994598,1.02497295111214,0.990195674078307,1.06097166248421,1.400559061602,0.161345970221785,"","Positive"
"3GCR-Ec","Temperature","Japan","East Asia and Pacific","Temperate Zone",1,0.0453258653554318,0.0353342057475434,1.04636877969303,0.976354854801022,1.1214033685933,1.28277583708198,0.199570621810229,"","Positive"
"3GCR-Kp","Temperature","Japan","East Asia and Pacific","Temperate Zone",1,0.0413723647189264,0.017912994648428,1.04224012675014,1.00628254814287,1.07948258052661,2.30962859817284,0.0209087249156368,"*","Positive"
"CR-Ab","Temperature","Japan","East Asia and Pacific","Temperate Zone",1,0.194464809095455,0.0360415037520157,1.21466073712286,1.13181604452775,1.30356935072737,5.39557978583453,6.83026322334564e-08,"***","Positive"
"CR-Ec","Temperature","Japan","East Asia and Pacific","Temperate Zone",1,-0.0184991106912263,0.0074249347730679,0.98167094759999,0.967488265487891,0.996061537631045,-2.49148460648129,0.0127210479344784,"*","Negative"
"CR-Kp","Temperature","Japan","East Asia and Pacific","Temperate Zone",1,0.0263780243951369,0.0298923911464601,1.02672900373225,0.968302188469626,1.08868126051755,0.882432732326287,0.377542841425393,"","Positive"
"3GCR-Kp","Temperature","Kosovo","Europe and Central Asia","Temperate Zone",3,0.0486183090292888,0.0127317326760271,1.04981956760741,1.0239463298463,1.07634657443114,3.81867183881685,0.000134172106892055,"***","Positive"
"CR-Ab","Temperature","Kosovo","Europe and Central Asia","Temperate Zone",4,0.0198836440847671,0.0285771004554133,1.02008264047195,0.964517335913394,1.07884903116521,0.695789417676928,0.486560717419191,"","Positive"
"CR-Kp","Temperature","Kosovo","Europe and Central Asia","Temperate Zone",3,-0.0542502524599201,0.0224042893662359,0.947195038951145,0.906501440583286,0.989715406559502,-2.42142259337523,0.0154598931991691,"*","Negative"
"3GCR-Ec","Temperature","Latvia","Europe and Central Asia","Temperate Zone",14,0.0798727362096358,0.05201917634185,1.0831492132288,0.978157235455547,1.19941066281821,1.5354479218345,0.124673840057461,"","Positive"
"3GCR-Kp","Temperature","Latvia","Europe and Central Asia","Temperate Zone",12,0.00351868833311615,0.0265239271493425,1.00352488618421,0.952687625831432,1.05707492139635,0.13266091078083,0.894461558230258,"","Positive"
"CR-Ab","Temperature","Latvia","Europe and Central Asia","Temperate Zone",6,-0.245589236355231,0.0510676412396246,0.782243476123153,0.70773764407051,0.864592778219201,-4.80909692309564,1.51613684920872e-06,"***","Negative"
"CR-Ec","Temperature","Latvia","Europe and Central Asia","Temperate Zone",14,0.0293029148858834,0.0109501531342702,1.02973646974214,1.00787143285414,1.05207585268512,2.67602786249403,0.00745004513234459,"**","Positive"
"CR-Kp","Temperature","Latvia","Europe and Central Asia","Temperate Zone",12,-0.0936668868178915,0.044920132954249,0.91058603993841,0.833842830176878,0.99439235563713,-2.08518721245306,0.0370523101914112,"*","Negative"
"CR-Pa","Temperature","Latvia","Europe and Central Asia","Temperate Zone",3,-0.022550976871889,0.0151956139410554,0.977701395764169,0.949011483136357,1.00725864361523,-1.48404513034916,0.137796948213663,"","Negative"
"3GCR-Ec","Temperature","Lebanon","Middle East and North Africa","Temperate Zone",1,-0.240988413024155,0.0860601485871391,0.785850731969041,0.663871744354776,0.930241990546671,-2.80023236051173,0.00510658338049447,"**","Negative"
"CR-Ec","Temperature","Lebanon","Middle East and North Africa","Temperate Zone",1,-0.0425329595265793,0.0178026338855961,0.958358877945484,0.925495395673236,0.992389311962827,-2.38913858476819,0.0168879306719933,"*","Negative"
"3GCR-Ec","Temperature","Lithuania","Europe and Central Asia","Temperate Zone",14,0.08662308532794,0.0477273206978972,1.09048558223319,0.993101441816285,1.19741927157372,1.81495805884944,0.0695303551117272,"","Positive"
"3GCR-Kp","Temperature","Lithuania","Europe and Central Asia","Temperate Zone",14,0.0136233588486615,0.0237472523573453,1.01371657964759,0.967614750665988,1.0620149218944,0.573681478752116,0.566183363847523,"","Positive"
"CR-Ab","Temperature","Lithuania","Europe and Central Asia","Temperate Zone",6,-0.182822933359176,0.0456513768066302,0.832915624252505,0.76162601944588,0.910878067990213,-4.00476275082734,6.20797547433908e-05,"***","Negative"
"CR-Ec","Temperature","Lithuania","Europe and Central Asia","Temperate Zone",13,0.0262214486577136,0.0100420570113247,1.02656825546632,1.00656044296293,1.04697377142008,2.61116309418907,0.00902348486743481,"**","Positive"
"CR-Kp","Temperature","Lithuania","Europe and Central Asia","Temperate Zone",13,-0.090785810068867,0.0400338877917285,0.913213291044788,0.844295919648137,0.987756183031664,-2.267724047716,0.0233460311998691,"*","Negative"
"CR-Pa","Temperature","Lithuania","Europe and Central Asia","Temperate Zone",10,-0.0227614712878731,0.015756899762201,0.977495616738289,0.947768509514484,1.0081551255929,-1.44453995591666,0.148587148862561,"","Negative"
"3GCR-Ec","Temperature","Luxembourg","Europe and Central Asia","Temperate Zone",19,0.0979560456020096,0.0324310886523996,1.10291430610872,1.03498932416044,1.17529711488185,3.02043655246713,0.00252410585646507,"**","Positive"
"3GCR-Kp","Temperature","Luxembourg","Europe and Central Asia","Temperate Zone",12,0.0449963701584469,0.0137573555161878,1.04602406300022,1.01819551062418,1.07461320439797,3.27071362701221,0.00107276483333875,"**","Positive"
"CR-Ec","Temperature","Luxembourg","Europe and Central Asia","Temperate Zone",17,0.00858131737357973,0.00661191946117725,1.0086182424238,0.995631524897107,1.0217743547797,1.29785570195857,0.194336924573659,"","Positive"
"CR-Kp","Temperature","Luxembourg","Europe and Central Asia","Temperate Zone",10,-0.0584915150423397,0.0232608896319139,0.943186243261054,0.901150626139452,0.987182679201997,-2.51458632786295,0.0119172122619057,"*","Negative"
"CR-Pa","Temperature","Luxembourg","Europe and Central Asia","Temperate Zone",11,-0.0151355802909625,0.0106646687251995,0.984978386893423,0.964603318572057,1.00578383255344,-1.41922648335045,0.155832997307269,"","Negative"
"3GCR-Ec","Temperature","Malawi","Sub-Saharan Africa","Tropical Zone",12,0.00659310862050478,0.0686573503920055,1.00661489100604,0.879875113421188,1.15161063580402,0.0960291736115772,0.923497402436341,"","Positive"
"3GCR-Kp","Temperature","Malawi","Sub-Saharan Africa","Tropical Zone",11,-0.0755245823418398,0.0414607079570912,0.927256936106853,0.854885642940395,1.00575490144033,-1.8215941324495,0.0685165918967155,"","Negative"
"3GCR-Ec","Temperature","Malaysia","East Asia and Pacific","Tropical Zone",4,-0.0465182145466591,0.0461335868715402,0.95454717376759,0.872022506835672,1.04488163987194,-1.00833725927684,0.313292581691933,"","Negative"
"3GCR-Kp","Temperature","Malaysia","East Asia and Pacific","Tropical Zone",4,-0.00650259691018399,0.0257370141323454,0.993518499221789,0.944643997574323,1.04492169624807,-0.252655450890543,0.800534476145101,"","Negative"
"CR-Ab","Temperature","Malaysia","East Asia and Pacific","Tropical Zone",4,0.314023169318815,0.0415552364698833,1.36892145315753,1.26184496237318,1.48508414329329,7.55676530793898,4.13216571504631e-14,"***","Positive"
"CR-Ec","Temperature","Malaysia","East Asia and Pacific","Tropical Zone",4,-0.0294852702219653,0.00903081383030699,0.970945179342839,0.953910273082901,0.988284294540948,-3.26496269062863,0.0010947849590201,"**","Negative"
"CR-Kp","Temperature","Malaysia","East Asia and Pacific","Tropical Zone",4,0.0996626767906738,0.0364005187815242,1.10479818114465,1.02872241646492,1.18649987744497,2.73794660424619,0.00618241129007252,"**","Positive"
"3GCR-Ec","Temperature","Malta","Middle East and North Africa","Temperate Zone",19,-0.383613867613012,0.130133605521184,0.681394484867655,0.527991161798201,0.879367833406105,-2.94784630055119,0.00319996120114896,"**","Negative"
"3GCR-Kp","Temperature","Malta","Middle East and North Africa","Temperate Zone",13,-0.110450241882192,0.0399425993598182,0.895430884036436,0.828003633246669,0.968348973231391,-2.76522418802076,0.00568836866569496,"**","Negative"
"CR-Ec","Temperature","Malta","Middle East and North Africa","Temperate Zone",19,-0.0311083498164891,0.0248321819524338,0.969370536266055,0.923319983900143,1.01771785834364,-1.25274331011577,0.210299138672238,"","Negative"
"CR-Kp","Temperature","Malta","Middle East and North Africa","Temperate Zone",13,0.191929324277241,0.0810963516615157,1.21158488430148,1.0335303593854,1.4203142835018,2.36668259847651,0.0179483180334416,"*","Positive"
"CR-Pa","Temperature","Malta","Middle East and North Africa","Temperate Zone",13,0.0709555712825941,0.0510648385816641,1.07353352909102,0.971288719616904,1.1865413597485,1.38951915355848,0.164674940757152,"","Positive"
"3GCR-Ec","Temperature","Mexico","Latin America and the Caribbean","Temperate Zone",7,-0.433796891103998,0.155926620849927,0.648043865593408,0.47739403115646,0.879694391477655,-2.78205792403794,0.00540153985301828,"**","Negative"
"3GCR-Kp","Temperature","Mexico","Latin America and the Caribbean","Temperate Zone",5,-0.12077982844895,0.0387877396171587,0.886229060541094,0.821351768283318,0.956230908699561,-3.11386612473597,0.00184653253356476,"**","Negative"
"CR-Ab","Temperature","Mexico","Latin America and the Caribbean","Temperate Zone",5,0.0511075927331747,0.0804831082396405,1.05243612167064,0.898849830183154,1.2322656721996,0.635010176060802,0.525421778191708,"","Positive"
"CR-Ec","Temperature","Mexico","Latin America and the Caribbean","Temperate Zone",7,-0.0207875449718043,0.0299734758710571,0.979427026663323,0.923545180261626,1.03869017029228,-0.693531342885632,0.487976163316801,"","Negative"
"CR-Kp","Temperature","Mexico","Latin America and the Caribbean","Temperate Zone",7,0.16149602142543,0.0907814546265039,1.17526778225856,0.983698698389587,1.40414373046971,1.77895388534874,0.0752473226321347,"","Positive"
"CR-Pa","Temperature","Mexico","Latin America and the Caribbean","Temperate Zone",8,0.0803326694418702,0.0631465050341068,1.08364750412892,0.957495286720107,1.22642056779973,1.27216335090091,0.203315086176922,"","Positive"
"3GCR-Ec","Temperature","Netherlands","Europe and Central Asia","Temperate Zone",20,0.0895960207224253,0.0321319087140284,1.09373234924073,1.02697488881832,1.16482931062911,2.78838152815083,0.00529721182607136,"**","Positive"
"3GCR-Kp","Temperature","Netherlands","Europe and Central Asia","Temperate Zone",15,0.0483261997242231,0.0140666581127898,1.04951295032813,1.02097244423594,1.07885128450335,3.43551391785684,0.000591431083207882,"***","Positive"
"CR-Ab","Temperature","Netherlands","Europe and Central Asia","Temperate Zone",8,0.0595047517132078,0.0309160625378106,1.06131080401212,0.998909863769791,1.12760987108687,1.92471960620577,0.0542644463084511,"","Positive"
"CR-Ec","Temperature","Netherlands","Europe and Central Asia","Temperate Zone",20,0.00163186241230375,0.00642610080670148,1.00163319462433,0.989096582732178,1.01432870569831,0.25394285919106,0.799539702957656,"","Positive"
"CR-Kp","Temperature","Netherlands","Europe and Central Asia","Temperate Zone",15,-0.0446891992783548,0.0240536675655281,0.956294652718415,0.912256217879597,1.00245900756199,-1.85789543971248,0.0631838641258247,"","Negative"
"CR-Pa","Temperature","Netherlands","Europe and Central Asia","Temperate Zone",16,-0.0109368223090743,0.00974337799108978,0.989122767293887,0.970412691149526,1.00819358372176,-1.12248773670445,0.261655118819418,"","Negative"
"3GCR-Ec","Temperature","New Zealand","East Asia and Pacific","Temperate Zone",11,0.0850016065688767,0.0323066600366538,1.08871881579876,1.02191728380759,1.15988708543795,2.63108617456702,0.0085112451504748,"**","Positive"
"3GCR-Kp","Temperature","New Zealand","East Asia and Pacific","Temperate Zone",9,0.0496364122835757,0.0143042928794748,1.05088893659726,1.02183496692662,1.08076900165604,3.4700360725135,0.000520388470665602,"***","Positive"
"CR-Ec","Temperature","New Zealand","East Asia and Pacific","Temperate Zone",11,-0.00173084030374733,0.00641726045782955,0.998270656736494,0.98579321171562,1.01090603207419,-0.269716386785512,0.787378452782981,"","Negative"
"CR-Kp","Temperature","New Zealand","East Asia and Pacific","Temperate Zone",9,-0.0363884449794555,0.0242191864021636,0.964265656571763,0.919561778324208,1.01114278383584,-1.5024635582393,0.132977432537112,"","Negative"
"3GCR-Ec","Temperature","North Macedonia","Europe and Central Asia","Temperate Zone",4,0.0718664954495074,0.0335444843718841,1.07451188226178,1.00613806728306,1.14753215554158,2.14242361434965,0.0321594093327145,"*","Positive"
"3GCR-Kp","Temperature","North Macedonia","Europe and Central Asia","Temperate Zone",2,0.0479485129721767,0.0160515411072303,1.04911663803636,1.01662416118022,1.08264761180469,2.98715946661214,0.0028158280208173,"**","Positive"
"CR-Ab","Temperature","North Macedonia","Europe and Central Asia","Temperate Zone",1,0.0999404052408031,0.0327685872028569,1.1051050576434,1.03635937870155,1.17841090024113,3.04988447082302,0.00228929409451008,"**","Positive"
"CR-Ec","Temperature","North Macedonia","Europe and Central Asia","Temperate Zone",4,-0.00757642216232832,0.00673491278892952,0.992452206577298,0.979437500460406,1.00563985131991,-1.12494733039187,0.260611353854666,"","Negative"
"CR-Kp","Temperature","North Macedonia","Europe and Central Asia","Temperate Zone",2,-0.0144092070608121,0.0268985132645053,0.985694108735063,0.935073359830729,1.03905524179503,-0.535687861969166,0.592174293857947,"","Negative"
"3GCR-Ec","Temperature","Norway","Europe and Central Asia","Polar Zone",20,-0.00989510822877068,0.059486158468569,0.99015368727643,0.881184742353933,1.1125979346943,-0.166343036489724,0.867886999571663,"","Negative"
"3GCR-Kp","Temperature","Norway","Europe and Central Asia","Polar Zone",15,-0.0143455139778056,0.0427034568503155,0.985756892631178,0.906608749703158,1.07181477311799,-0.335933318655902,0.736921150982043,"","Negative"
"CR-Ab","Temperature","Norway","Europe and Central Asia","Polar Zone",6,0.115022000634985,0.0532195110390442,1.12189811977145,1.01076933528634,1.24524493097146,2.16127503596567,0.0306741001234225,"*","Positive"
"CR-Ec","Temperature","Norway","Europe and Central Asia","Polar Zone",20,-0.00803076292912442,0.012898986023005,0.992001397498979,0.96723598452069,1.01740091186493,-0.622588699204867,0.533554839301253,"","Negative"
"CR-Kp","Temperature","Norway","Europe and Central Asia","Polar Zone",15,0.041868586824801,0.0711240400975338,1.04275743768061,0.907071018250501,1.1987408394278,0.588669973856741,0.556082683832524,"","Positive"
